NUMERAÇÃO;ARTIGO;AUTOR(RES);DOI;ANO DE PUBLICAÇÃO;VEÍCULO DE PUBLICAÇÃO;PAÍS;CONTINENTE;BIOMA;LOCALIDADE;NATUREZA DO ESTUDO;TAMANHO DA ÁREA DE ESTUDO;OBJETO DE ESTUDO;TIPO DE MANEJO; OBSERVAÇÔES;NÚMERO DE CITAÇÕES
60;Plantation forests and biodiversity: oxymoron or opportunity?;Eckehard G. Brockerhoff, Hervé Jactel, John A. Parrotta, Christopher P. Quine, Jeffrey Sayer ;https://doi.org/10.1007/s10531-008-9380-x;2008;Springer link (site);Brasil, Reino Unido, Nova Zelândia, China, França, EUA, Indonésia;Américas, Europa, Oceania, Ásia;Amazônia, Floresta temperada, Estepe, Taiga;x;Revisão;X;Silvicultura, Susterntabilidade, Biodiversidade., Rotação de culturas, Heterogeneidade/ Paisagens diversificadas, Estudo em escala da paoisagem [1. oportunidades oferecidas pelas plantações podem ser realizadas quando atenção especial à biodiversidade informa escolhas de manejo e objetivos se tornam multifuncionais (manejo florestal sustentável). 2. assim, p/ sustentar biodiversidade nativa dentro das plantações,  gestores florestais precisam considerar uso de uma >  diversidade de espécies plantadas, estendendo comprimentos de rotação em alguns povoamentos e adotando variedade de abordagens de colheita. 3. gerentes tb devem considerar plantações do ponto de vista da paisagem e contribuição que pode ser feita pelo planejamento da disposição espacial de povoamentos individuais ou compartimentos de # idades e composição de espécies, bem como áreas de conservação naturais ou semi-naturais], Melhoramento/ Críticas ( 1. embora nossa compreensão de tais abordagens esteja melhorando, ainda há necessidade de + pesquisas sobre requisitos específicos p/ proteção da biodiversidade em regiões ainda pouco estudadas. 2. outra questão que ainda não adequadamente abordada é se plantações de florestas compostas por espécies de árvores nativas de ocorrência local estão de fato fornecendo  habitat melhor p/ biodiversidade do que plantações de espécies de árvores exóticas e, em caso afirmativo, como o uso de árvores nativas nas plantações poderia ser incentivado.);As oportunidades oferecidas pelas plantações podem ser realizadas quando uma atenção especial à biodiversidade informa as escolhas de manejo e os objetivos se tornam multifuncionais (manejo florestal sustentável). Assim, para sustentar a biodiversidade nativa dentro das plantações, os gestores florestais precisam considerar o uso de uma maior diversidade de espécies plantadas, estendendo os comprimentos de rotação em alguns povoamentos e adotando uma variedade de abordagens de colheita. Os gerentes também devem considerar as plantações do ponto de vista da paisagem e a contribuição que pode ser feita pelo planejamento da disposição espacial de povoamentos individuais ou compartimentos de diferentes idades e composição de espécies, bem como áreas de conservação naturais ou semi-naturais. Embora nossa compreensão de tais abordagens esteja melhorando, ainda há necessidade de mais pesquisas sobre os requisitos específicos para a proteção da biodiversidade em regiões ainda pouco estudadas. Outra questão que ainda não foi adequadamente abordada é se as plantações de florestas compostas por espécies de árvores nativas de ocorrência local estão de fato fornecendo um habitat melhor para a biodiversidade do que as plantações de espécies de árvores exóticas e, em caso afirmativo, como o uso de árvores nativas nas plantações poderia ser incentivado .;;785
60;Plantation forests and biodiversity: oxymoron or opportunity?;Eckehard G. Brockerhoff, Hervé Jactel, John A. Parrotta, Christopher P. Quine, Jeffrey Sayer ;https://doi.org/10.1007/s10531-008-9380-x;2008;Springer link (site);Brasil, Reino Unido, Nova Zelândia, China, França, EUA, Indonésia;Américas, Europa, Oceania, Ásia;Amazônia, Floresta temperada, Estepe, Taiga;x;Revisão;X;Biodiversidade, Rendimento/Produtividade das culturas, Agricultura de alta intensidade, Monoculturas, Estudo em escala da paisagem, Floresta, Modelagem (1. tensões permanecem entre objetivos de conservação da biodiversidade e produtividade das plantações. 2. meta de  >  complexidade do ecossistema pode entrar em conflito c/tendências atuais do manejo florestal em direção à intensificação e simplificação crescentes.) Melhoramento/ Críticas ( 1. esta é outra área que requer + pesquisa.  2. além disso, a população local, particularmente nos países em desenvolvimento, pode ver conservação da biodiversidade como  luxo enquanto lutam p/ atender suas necessidades básicas de alimentos e combustível. 3. trade-offs entre  conservação da biodiversidade e melhoria do bem-estar humano são provavelmente + fáceis de alcançar na escala da paisagem, onde partição espacial dos objetivos da floresta pode ser feita, por ex., pela justaposição de reservas naturais e  matriz produtiva  4. exploração de diferentes cenários de colheita pode ser usada para identificar planos de colheita que fornecem melhores resultados de biodiversidade sem afetar indevidamente os objetivos econômicos. Na América do Norte, ferramentas de modelagem espacial têm sido usadas p/otimizar a colheita de madeira em florestas nativas p/atender às metas de conservação da biodiversidade, incluindo “requisitos de adjacência”. 5. modelagem semelhante poderia ser usada p/maximizar produção de madeira e conservação da biodiversidade, bem como estabilidade do ecossistema. 6.  principal característica dessa abordagem é que considera  conservação da biodiversidade na escala da paisagem e não na escala do povoamento e, assim, remove  conflito direto entre conservação da biodiversidade e produção de madeira em qualquer local individual. 7. assim, sugerimos que papel das plantações na conservação da biodiversidade pode ser aprimorado se plantações forem manejadas de maneira a contribuir p/ conservação da biodiversidade em toda a paisagem, em vez de focar apenas nos valores dentro das próprias plantações.);Tensões permanecem entre os objetivos de conservação da biodiversidade e a produtividade das plantações (Lindenmayer e Hobbs 2004 ). A meta de maior complexidade do ecossistema pode entrar em conflito com as tendências atuais do manejo florestal em direção à intensificação e simplificação crescentes; esta é outra área que requer mais pesquisa. Além disso, a população local, particularmente nos países em desenvolvimento, pode ver a conservação da biodiversidade como um luxo enquanto lutam para atender às suas necessidades básicas de alimentos e combustível. Os trade-offs entre a conservação da biodiversidade e a melhoria do bem-estar humano são provavelmente mais fáceis de alcançar na escala da paisagem, onde uma partição espacial dos objetivos da floresta pode ser feita, por exemplo, pela justaposição de reservas naturais e uma matriz produtiva (Lamb et al. 2005).                                                                                                                                                  A exploração de diferentes cenários de colheita pode ser usada para identificar planos de colheita que fornecem melhores resultados de biodiversidade sem afetar indevidamente os objetivos econômicos. Na América do Norte, ferramentas de modelagem espacial têm sido usadas para otimizar a colheita de madeira em florestas nativas para atender às metas de conservação da biodiversidade, incluindo “requisitos de adjacência” (Bettinger et al. 1997 ; Snyder e ReVelle 1997 ; Van Deusen 2001). Modelagem semelhante poderia ser usada para maximizar a produção de madeira e a conservação da biodiversidade, bem como a estabilidade do ecossistema. A principal característica dessa abordagem é que ela considera a conservação da biodiversidade na escala da paisagem e não na escala do povoamento e, assim, remove o conflito direto entre a conservação da biodiversidade e a produção de madeira em qualquer local individual. Assim, sugerimos que o papel das plantações na conservação da biodiversidade pode ser aprimorado se as plantações forem manejadas de maneira que possam contribuir para a conservação da biodiversidade em toda a paisagem, em vez de focar apenas nos valores dentro das próprias plantações.;;785
61;Re-integrating ecology into integrated landscape approaches;Reed, J., Kusters, K., Barlow, J. et al.;X;2021;Springer link (site);Global;Global;Global;x;Revisão;x;Abordagem integrada da paisagem/multifuncional, Biodiversidade (perda);"As abordagens  integrada da paisagem (AIP) que visam equilibrar as metas de conservação e desenvolvimento são cada vez mais promovidas por meio da ciência, das políticas e da comunidade de doadores. Os defensores sugerem que as AIPs são caminhos de implementação viáveis ??para enfrentar os desafios globais, como perda de biodiversidade, redução da pobreza e mitigação e adaptação às mudanças climáticas. No entanto, argumentamos que os avanços recentes na pesquisa e no discurso da ILA tendem a enfatizar as dimensões sociais e de governança, negligenciando os fatores ecológicos e considerando inadequadamente os possíveis trade-offs entre os dois campos.                                                                                                                                                                                                     Objetivos                                                                                                                                                                                                               Ao levantar a questão da integração inadequada da ecologia em AIPs e fornecer algumas sugestões gerais de design, pretendemos apoiar e incentivar um melhor design e prática de ILAs, complementando os princípios de design existentes.
Métodos
Nesta perspectiva, recorremos à literatura recente e à nossa experiência coletiva para destacar a necessidade e os meios de reintegrar a ecologia nas abordagens da paisagem.
Resultados
Sugerimos que uma melhor incorporação da dimensão ecológica requer a integração de duas abordagens: uma focada em estudos científicos convencionais de biodiversidade e parâmetros biofísicos; e outro com foco no engajamento de partes interessadas relevantes usando vários métodos participativos. Fornecemos algumas diretrizes gerais sobre como essas abordagens podem ser incorporadas ao projeto e implementação da AIP.
Conclusão
A reintegração da ecologia nas AIPs  não apenas melhorará a compreensão ecológica (e objetivos, planos e monitoramento relacionados), mas também gerará insights sobre o conhecimento local e tradicional, incentivará a investigação transdisciplinar e revelará importantes compensações e sinergias entre conservação e desenvolvimento.";"Abordagem integrada da paisagem: o estudo integrado da paisagem permite a verificação dos níveis de interconexão, da estrutura e da funcionalidade de diversas porções da superfície terrestre. Sob este aspecto muitas pesquisas têm incluído como temática, o estudo dos mecanismos de funcionamento da paisagem e a interação entre os seus componentes. ANÁLISE INTEGRADA DA PAISAGEM COM A APLICAÇÃO DO SENSORIAMENTO REMOTO NA BACIA HIDROGRÁFICA DO RIOBOTUCARAÍ – RIO GRANDE DO SUL, ROBERTO LUIZ DOS SANTOS ANTUNES
.";5
61;Re-integrating ecology into integrated landscape approaches;Reed, J., Kusters, K., Barlow, J. et al.;X;2021;Springer link (site);Global;Global;Global;x;Revisão;x;Biodiversidade, Abordagem integrada da paisagem/multifuncional, Estudo em escala da paisagem, Sustentabilidade;Os desafios globais persistentes de perda de biodiversidade e insegurança alimentar levaram a comunidade científica a identificar soluções que informam o desenvolvimento de políticas de uso da terra mais sustentáveis. Como as abordagens de um único setor caíram em desuso devido à sua incapacidade de dissociar o crescimento econômico da degradação ambiental (Godfray et al. 2010 ; Foley et al. 2011 ; Tscharntke et al. 2012 ), soluções mais integradas têm sido cada vez mais procuradas (Kremen e Merenlender 2018 ). Abordagens que integram objetivos na escala da paisagem têm ganhado cada vez mais apoio no discurso contemporâneo de conservação e desenvolvimento (Defries e Rosenzweig, 2010 ; Sayer et al. 2013) e aparecem com destaque em debates e convenções de políticas globais para clima, segurança alimentar, biodiversidade e desenvolvimento sustentável mais amplo.;;5
61;Re-integrating ecology into integrated landscape approaches;Reed, J., Kusters, K., Barlow, J. et al.;X;2021;Springer link (site);Global;Global;Global;x;Revisão;x;Abordagem integrada da paisagem/multifuncional, Estudo em escala da paisagem [1. essas abordagens cada vez + centradas nas pessoas p/ gerenciamento da terra tentam fornecer mecanismo + equilibrado p/abordar interesses múltiplos e muitas vezes conflitantes inerentes a paisagens complexas e multifuncionais. 2. são caracterizados principalmente por abordagens de paisagem integrada (API) que buscam conciliar objetivos de conservação e desenvolvimento, facilitando diálogo entre ainteressados relevantes, detentores do conhecimento, proprietários de terras e detentores de poder (doravante partes interessadas) p/identificar compensações e otimizar sinergias que melhoram sustentabilidade e multifuncionalidade da paisagem. 3. ao adotar foco espacial e disciplinar + amplo que considera melhor  complexidade do mundo real em ampla gama de setores e interessados, a percepção é que, c/ o tempo, ameaças, limites e feedbacks do sistema podem ser melhor compreendidos. 4. como tal, pretensão é de “mais vencedores” e “menos perdedores” em qualquer contexto de escala de paisagem. 5. Uma abordagem que busca superar barreiras disciplinares e incentiva interação e  envolvimento sustentado das partes interessadas, oferece várias vantagens práticas e técnicas );Essas abordagens cada vez mais centradas nas pessoas para o gerenciamento da terra tentam fornecer um mecanismo mais equilibrado para abordar interesses múltiplos e muitas vezes conflitantes inerentes a paisagens complexas e multifuncionais. Eles são caracterizados principalmente por abordagens integrada da paisagem  (AIPs) que buscam conciliar os objetivos de conservação e desenvolvimento, facilitando o diálogo entre as partes interessadas relevantes, detentores do conhecimento, proprietários de terras e detentores de poder (doravante partes interessadas) para identificar compensações e otimizar sinergias que melhoram sustentabilidade e multifuncionalidade da paisagem (Reed et al. 2016).                                                                                                                                                                                                                                                                                                                                     Ao adotar um foco espacial e disciplinar mais amplo que considera melhor a complexidade do mundo real em uma ampla gama de setores e partes interessadas, a percepção é que, com o tempo, as ameaças, limites e feedbacks do sistema podem ser melhor compreendidos. Como tal, a ambição é de “mais vencedores” e “menos perdedores” em qualquer contexto de escala de paisagem (Sayer et al. 2015b ). Uma abordagem que busca superar as barreiras disciplinares (Barlow et al. 2011 ; Sunderland et al. 2017 ) e incentiva a interação e o envolvimento sustentado das partes interessadas (Reed et al. 2019 ) oferece várias vantagens práticas e técnicas (Lang et al. 2012 ; Norström et al. 2020 ).;;5
61;Re-integrating ecology into integrated landscape approaches;Reed, J., Kusters, K., Barlow, J. et al.;X;2021;Springer link (site);Global;Global;Global;x;Revisão;x;Abordagem integrada da paisagem/multifuncional (1.  termo “abordagem de paisagem integrada” apareceu na literatura no início dos anos 80, embora certos princípios centrais do conceito foram reconhecidos e praticados por muito +tempo. 2. desde a década de 80,  termo tornou-se cada vez + prevalente nos léxicos de conservação e desenvolvimento.  3. mas apesar de sua evolução relativamente longa, ainda não existe definição universalmente aceita p/abordagens de paisagem integrada. 4. talvez surpreendentemente, tb houve muito pouca discussão ou debate sobre como definir e caracterizar AS APIs na literatura científica . 5. isso ocorre apesar do fato de que nós, como comunidade que trabalhamos nessas questões na última década, frequentemente somos solicitados a fornecer definição ao apresentar nossa pesquisa ou participar de workshops c/ interessados). Melhoramento/ Críticas ( 1. avanços na caracterização de tipologia de atributos comuns e características distintivas foram desenvolvidos recentemente, 2. mas foi apontado que grau de ambiguidade conceitual é útil e provavelmente ajudou as APIs a gerar apelo generalizado . 3. isso se deve principalmente ao fato de haver infinidade de abordagens, e compromisso de não ser prescritivo e contextualizado levou a que a abordagem fosse concebida e desenhada de forma variável e posteriormente aplicada. 4. embora isso seja positivo, a falta de definição também implica na falta de normas e regras básicas a serem seguidas. 5.  isso tornou difícil avaliar e comparar a eficácia das APIs, complicou transferência de  ensinamentos e práticas baseadas em evidências e, sem dúvida, levou a esforços de implementação conceitualmente fracos e mal projetados devido à incapacidade de seguir as melhores práticas.);O termo “abordagem de paisagem integrada” apareceu pela primeira vez na literatura no início dos anos 1980 (Noss 1983 ), embora certos princípios centrais do conceito tenham sido reconhecidos e praticados por muito mais tempo (ver Reed et al. 2016 ). Desde a década de 1980, o termo tornou-se cada vez mais prevalente nos léxicos de conservação e desenvolvimento. No entanto, apesar de sua evolução relativamente longa, ainda não existe uma definição universalmente aceita para abordagens de paisagem integrada (Sayer et al. 2013 ). Talvez surpreendentemente, também houve muito pouca discussão ou debate sobre como definir e caracterizar os ILAs na literatura científica (Erbaugh e Agrawal 2017). Isso ocorre apesar do fato de que nós, como comunidade que trabalhamos nessas questões na última década, frequentemente somos solicitados a fornecer uma definição ao apresentar nossa pesquisa ou participar de workshops com as partes interessadas. Avanços na caracterização de uma tipologia de atributos comuns e características distintivas foram desenvolvidos recentemente (Carmenta et al. 2020 ), no entanto, foi apontado que um grau de ambiguidade conceitual é útil e provavelmente ajudou os ILAs a gerar apelo generalizado (Reed et al . 2020a , b ). Isso se deve principalmente ao fato de haver uma infinidade de abordagens (Scherr et al. 2013), e o compromisso de não ser prescritivo e contextualizado levou a que a abordagem fosse concebida e desenhada de forma variável e posteriormente aplicada. Embora isso seja positivo, a falta de definição também implica na falta de normas e regras básicas a serem seguidas (Mansourian, 2018 ; Chazdon et al. 2020 ). Isso tornou difícil avaliar e comparar a eficácia dos ILAs, complicou a transferência de lições e práticas baseadas em evidências e, sem dúvida, levou a esforços de implementação conceitualmente fracos e mal projetados devido à incapacidade de seguir as melhores práticas (Reed et al. 2017a , b ).;;5
61;Re-integrating ecology into integrated landscape approaches;Reed, J., Kusters, K., Barlow, J. et al.;X;2021;Springer link (site);Global;Global;Global;x;Revisão;x;Estudo em escala da paisagem, Abordagem integrada da paisagem/multifuncional;Embora uma definição para APIs seja indefinida, há uma aceitação geral de alguns componentes do termo. Embora o próprio termo “paisagem” esteja aberto à interpretação e seja visto pelos olhos de quem vê (Meinig 1979 ), há um consenso razoável de que é na escala da paisagem que muitas questões socioeconômicas, culturais, políticas e ambientais se cruzam e, portanto, fornece uma unidade espacial viável para gestão e/ou intervenção (Antrop 2000 ; Tress et al. 2001 ; Antrop 2006 ; Milder et al. 2012 ). Também há um reconhecimento crescente de que há vantagens em usar as bacias hidrográficas como pontos focais, facilitando a integração das condições aquáticas nos esforços Nota de rodapé1 (Leal et al. 2020 ). A parte 'abordagem' do termo implica flexibilidade e os ILAs foram promovidos como uma forma de pensar além dos ciclos de projeto sem objetivos de curto prazo fixos e possivelmente restritivos (Sayer e Wells 2004) — embora os ciclos de financiamento de curto prazo continuem sendo uma barreira. Em vez disso, devem ser processos interativos de longo prazo que podem se adaptar à mudança e reconciliar múltiplos objetivos para os maiores benefícios compartilhados possíveis – uma jornada em vez de um destino, implicando a utilidade do processo em vez de indicadores de resultado rígidos. 'Abordagem' também se refere à variedade de ferramentas e conceitos que as agências de implementação optam por aplicar. Portanto, embora haja uma compreensão razoável da “paisagem” e da “abordagem”, a parte integrada pode ser o componente mais importante a ser considerado, mas talvez o mais negligenciado. Em suma, o que exatamente deve ser integrado em uma abordagem de paisagem integrada?;;
61;Re-integrating ecology into integrated landscape approaches;Reed, J., Kusters, K., Barlow, J. et al.;X;2021;Springer link (site);Global;Global;Global;x;Revisão;x;Estudo em escala da paisagem, Biodiversidade, Serviços ambientais, Funções/Processos Ecológicos, Agricultura de baixa intensidade, Silvicultura, Abordagem integrada da paisagem/multifuncional [1. no nível mais básico, foco óbvio na integração seria conciliar # funções dentro de uma paisagem, incluindo  produção de produtos agrícolas, pesqueiros e florestais, conservação da biodiversidade e  prestação de serviços ambientais (incluindo culturais e recreativos). 2.  Iisso, por sua vez, requer integração de # objetivos em várias escalas de influência.  3. por ex., ministérios da agricultura, silvicultura ou meio ambiente terão diferentes opiniões, poder de negociação – e mandatos – p/ equilibrar # usos da terra e definir regulamentações. 4. da mesma forma, conflitos de uso da terra, por ex., entre pastores e pequenos agricultores, são comuns na África Ocidental (e em outros lugares) há décadas.];No nível mais básico, o foco óbvio na integração seria conciliar diferentes funções dentro de uma paisagem, incluindo a produção de produtos agrícolas, pesqueiros e florestais, a conservação da biodiversidade e a prestação de serviços ambientais (incluindo culturais e recreativos). Isso, por sua vez, requer a integração de diferentes objetivos em várias escalas de influência (Brown 2003 ; Cash et al. 2006 ). Por exemplo, os ministérios da agricultura, silvicultura ou meio ambiente terão diferentes opiniões, poder de negociação – e mandatos – para equilibrar diferentes usos da terra e definir regulamentações. Da mesma forma, os conflitos de uso da terra, por exemplo, entre pastores e pequenos agricultores, são comuns na África Ocidental (e em outros lugares) há décadas (Shettima e Tar2008 ).;;5
61;Re-integrating ecology into integrated landscape approaches;Reed, J., Kusters, K., Barlow, J. et al.;X;2021;Springer link (site);Global;Global;Global;x;Revisão;x;Abordagem integrada da paisagem/multifuncional, Estudo em escala da paisagem, BIodiversidade, Serviços ecossistêmicos (1.distinção fundamental das APIS, em relação às tentativas anteriores de reconciliar objetivos de conservação e desenvolvimento, foi reconhecimento explícito de tais compensações.  2. considerando que iniciativas anteriores tendiam a promessas não cumpridas de resultados ganha-ganha, proponentes dass APIAs enfatizam que, embora ganhar-ganha sejam desejáveis, quando confrontados c/ realidades locais complexas e 'confusas',  trade-offs serão a norma . 3. desenvolveu-se rapidamente corpo de evidências que enfatizou que compensações dentro do manejo em escala de paisagem podem, e muitas vezes ocorrerão, entre biodiversidade e serviços ecossistêmicos, objetivos socioeconômicos e de conservação. 4. também houve reconhecimento de que os trade-offs poderiam incluir ganhos e perdas + intangíveis, como aqueles relacionados ao bem-estar multidimensional de partes interessadas vulneráveis ??ou marginalizadas), Melhoramentos/Críticas ( 1. apesar desses avanços, estamos preocupados c/ consideração inadequada dos trade-offs no discurso e na literatura recentes da API e, em particular, atenção insuficiente dada à dimensão ecológica, c/ retórica voltando-se p/s resultados ganha-ganha p/ pessoas e natureza. 2. à primeira vista, isso pode parecer ostensivamente p/ o bem, mas evidências mostram que, em geral, esses resultados ganha-ganha são altamente evasivos e que na “integração de conservação e desenvolvimento há vencedores e perdedores”  – ou seja, haverá compensações).;Uma distinção fundamental das APIS, em relação às tentativas anteriores de reconciliar os objetivos de conservação e desenvolvimento, foi o reconhecimento explícito de tais compensações (Sunderland et al. 2008 ; McShane et al. 2011 ). Considerando que as iniciativas anteriores tendiam a promessas não cumpridas de resultados ganha-ganha, os proponentes dos ILAs enfatizam que, embora ganhar-ganha sejam desejáveis, quando confrontados com realidades locais complexas e 'confusas', os trade-offs serão a norma (Sayer 2009 ). Desenvolveu-se rapidamente um corpo de evidências que enfatizou que compensações dentro do manejo em escala de paisagem podem, e muitas vezes ocorrerão, entre biodiversidade e serviços ecossistêmicos, objetivos socioeconômicos e de conservação (McShane et al. 2011). Também houve o reconhecimento de que os trade-offs poderiam incluir ganhos e perdas mais intangíveis, como aqueles relacionados ao bem-estar multidimensional de partes interessadas vulneráveis ??ou marginalizadas (Daw et al. 2015 ; ESPA 2018 ). Apesar desses avanços, estamos preocupados com uma consideração inadequada dos trade-offs no discurso e na literatura recentes da ILA e, em particular, atenção insuficiente dada à dimensão ecológica, com uma retórica voltando-se para os resultados ganha-ganha para as pessoas e natureza. À primeira vista, isso pode parecer ostensivamente para o bem, mas as evidências mostram que, em geral, esses resultados ganha-ganha são altamente evasivos (Christensen 2004 ; Muradian et al. 2013) e que na “integração de conservação e desenvolvimento há vencedores e perdedores” (Brown 2004 p. 232) – ou seja, haverá compensações.;;5
61;Re-integrating ecology into integrated landscape approaches;Reed, J., Kusters, K., Barlow, J. et al.;X;2021;Springer link (site);Global;Global;Global;x;Revisão;x;Impacto ambiental, Abordagem integrada da paisagem/multifuncional, Monitoramento, Melhoramento/ Críticas ( 1. nossa preocupação é que a falha em reconhecer os trade-offs influencie aplicação subsequente e provavelmente resulte em sinergias não realizadas e resultados perversos, levando a impactos fracos nas pessoas ou na natureza, ou pior, em ambos. 2. isso não quer dizer que deva haver escolha entre pessoas e natureza (ou seja, voltar a modelo de conservação de fortaleza), mas que  futura aplicação de APIs deve ser fundamentada em infos empíricas que considerem melhor o que isso significa ter > integração e  implicações de fazê-lo. 3. embora reconheçamos que é necessário exame + minucioso da extensão da integração nas IAPIs, nossa intenção aqui é destacar uma característica contemporânea – ou seja, a ênfase cada vez < na dimensão ecológica nos estudos recentes sobre as APIs. 4. para tanto, oferecemos  conjunto de critérios que consistem em diretrizes gerais que podem ajudar a reintegrar a ecologia e auxiliar no desenho e monitoramento de AIPs.;Nossa preocupação é que a falha em reconhecer os trade-offs influencie a aplicação subsequente e provavelmente resultará em sinergias não realizadas e resultados perversos, levando a impactos fracos nas pessoas ou na natureza, ou pior, em ambos. Isso não quer dizer que deva haver uma escolha entre as pessoas e a natureza (ou seja, voltar a um modelo de conservação de fortaleza), mas que a futura aplicação de ILAs deve ser fundamentada em informações empíricas que considerem melhor o que isso significa ter maior integração e as implicações de fazê-lo. Embora reconheçamos que é necessário um exame mais minucioso da extensão da integração nas AIPs nossa intenção aqui é destacar uma característica contemporânea – ou seja, a ênfase cada vez menor na dimensão ecológica nos estudos recentes sobre  AIPs. Para tanto, oferecemos um conjunto de critérios que consistem em diretrizes gerais que podem ajudar a reintegrar a ecologia e auxiliar no desenho e monitoramento de AIPs.;;5
61;Re-integrating ecology into integrated landscape approaches;Reed, J., Kusters, K., Barlow, J. et al.;X;2021;Springer link (site);Global;Global;Global;x;Revisão;x;Abordagem integrada da paisagem/multifuncional, Ecologia da Paisagem, Conectividade (1. motivações e abordagens p/ conservação da biodiversidade variaram historicamente e continuam variando. 2. como tal, tem havido espécie de oscilação pendular de mudança de ênfase entre ciências naturais e sociais. 3. enquanto isso, abordagens + colaborativas surgiram p/ lidar c/ falta de integração disciplina , embora muitos inicialmente tenham permanecido fortemente enraizados nas ciências naturais, encorajados pela disciplina de rápido crescimento da ecologia da paisagem– ela própria disciplina que lutou c/a questão do que integrar e até que ponto. 4. tais abordagens estavam preocupadas principalmente com, por ex., conectividade da paisagem, diversidade de espécies e avaliação ecológica. 5.  reconhecendo a relativa ausência de pessoas, política e preocupações sociais + amplas em tais empreendimentos, e reconhecendo que tal ausência provavelmente contribuiu p/ resultados abaixo do ideal, Sayer et al  desenvolveram dez princípios p/ orientar a aplicação futura de abordagens de paisagem integrada. 6. esses princípios e diretrizes foram explícitos em sua tentativa de destacar  importante papel da população local e inclusão da governança e  instituições.  7. esses são fatores críticos a serem considerados na busca da sustentabilidade da paisagem e  valiosa contribuição p/literatura. 8. da mesma forma, >  ênfase nos impactos sociais das intervenções de conservação e gestão de recursos naturais (NRM) e reconhecimento das percepções da população local sobre tais intervenções é muito bem-vindo e necessário).;"A dimensão ecológica                                                                                                                                                                                                                                                                                                                          
As motivações e abordagens para a conservação da biodiversidade variaram historicamente (Adams et al. 2004 ; Mace 2014 ) e continuam variando (Büscher e Fletcher 2019 ; Sandbrook et al. 2019 ). Como tal, tem havido uma espécie de oscilação pendular de mudança de ênfase entre as ciências naturais e sociais (Oates 1999 ; Doak et al . 2013 ; Soulé 2013 ; Sandbrook 2015 ; Mansourian e Parrotta 2018 ). Enquanto isso, abordagens mais colaborativas surgiram para lidar com a falta de integração disciplinar (Tress et al. 2001 ; Fischer et al.; Scherr e McNeely 2008 ) , embora muitos inicialmente tenham permanecido fortemente enraizados nas ciências naturais, encorajados pela disciplina de rápido crescimento da ecologia da paisagem (Wu 2013 ) – ela própria uma disciplina que lutou com a questão do que integrar e até que ponto (Mansourian 2021 ). Tais abordagens estavam preocupadas principalmente com, por exemplo, conectividade da paisagem, diversidade de espécies e avaliação ecológica (Bourgeron et al. 2001 ; Gutzwiller 2002 ; Fischer et al. 2006 ; Lindenmayer et al.).                                                                                                                                                                                                                                                                       Reconhecendo a relativa ausência de pessoas, política e preocupações sociais mais amplas em tais empreendimentos, e reconhecendo que tal ausência provavelmente contribuiu para resultados abaixo do ideal, Sayer et al. ( 2013 ) desenvolveram dez princípios para orientar a aplicação futura de abordagens de paisagem integrada. Esses princípios e diretrizes foram explícitos em sua tentativa de destacar o importante papel da população local e a inclusão da governança e das instituições. Esses são fatores críticos a serem considerados na busca da sustentabilidade da paisagem e uma valiosa contribuição para a literatura. Da mesma forma, maior ênfase nos impactos sociais das intervenções de conservação e gestão de recursos naturais (NRM) (Sandbrook et al. 2013 ; Hicks et al. 2016 2017) e o reconhecimento das percepções da população local sobre tais intervenções (Bennett 2016 ) é muito bem-vindo e necessário.";;5
